mnid,clean_cooking,clean_lighting,house_ownership,male_head,literate_head,age_head,share_sq,pol_term,div_index,pol_index,year,new_lu_name,_est_m1,yhat_ols,_est_m2,yhat_fe_div,_est_m3,yhat_fe_both
Baijanath Gaunpalika,.10722254,.8012225,.96774024,.69366026,.5892452,42.633331,,,.73880321,.64688271,2011,Baijanath,1,.07970538,1,.26733881,1,.27220458
Baijanath Gaunpalika,.60252154,.99601859,.96151292,.56668878,.67020571,44.202389,.2995621856553043,.2211922532878816,.70043784,.77880776,2021,,1,.28855839,1,.44240528,1,.43753949
Khajura Gaunpalika,.12088323,.74387765,.97603542,.6529882,.53087366,45.629631,,,.71110046,.58154827,2011,Khajura,1,.034536723,1,.22496775,1,.25001472
Khajura Gaunpalika,.5143277,.98457015,.97060984,.61131519,.63850111,45.254227,.1999055309968298,.3877182167489082,.80009449,.6122818,2021,,1,.29493847,1,.41024318,1,.38519624
Janaki Gaunpalika,.068008088,.6268903,.9489907,.89692813,.37158844,44.851986,,,.88056493,.36777592,2011,Janki,1,.11029933,1,.17553467,1,.15478116
Janaki Gaunpalika,.50609183,.95032805,.94095594,.83223993,.56419867,45.64386,.2781509318192548,.2946525355800986,.72184908,.70534748,2021,,1,.3090854,1,.39856526,1,.41931877
Nepalganj Sub-Metropolitan City,.15601505,.69269603,.90537196,.84179211,.44400638,43.137009,,,.80243808,.4183073,2011,Nepalgunj,1,.16751289,1,.25759268,1,.25843027
Nepalganj Sub-Metropolitan City,.78159893,.97945511,.78070569,.74408215,.71237159,44.069675,.2010426894994453,.3855719016864896,.79895729,.6144281,2021,,1,.58286518,1,.68002129,1,.67918372
Duduwa Gaunpalika,.0026200875,.4285959,.99463224,.90191805,.34781587,44.053974,,,.83286178,.45423475,2011,Duduwa,1,.03389436,1,-.0094195101,1,-.014464822
Duduwa Gaunpalika,.17490119,.90415019,.98221344,.81324112,.45158103,44.051384,.2616182421916164,.3050970444455743,.73838174,.69490296,2021,,1,.24862769,1,.18694079,1,.1919861
Narainapur Gaunpalika,.0018726592,.11700492,.99740583,.91696817,.25887781,46.402786,,,.70888728,.55448097,2011,Narainapur,1,-.029435098,1,-.087324053,1,-.090534523
Narainapur Gaunpalika,.046021093,.94726747,.99137104,.82358581,.41706616,44.176414,.361659464375407,.1722894759732299,.63834053,.82771051,2021,,1,.20255528,1,.1352178,1,.13842827
Bansgadhi Municipality,.10196782,.7044313,.95619994,.69226992,.50978196,42.591919,,,.72525054,.66360158,2011,Bansagadhi,1,.081639796,1,.12903933,1,.13127922
Bansgadhi Municipality,.34588563,.98675036,.97559273,.6213389,.7182706,44.11018,.3236701970932927,.196044803597033,.67632979,.8039552,2021,,1,.27053183,1,.31881413,1,.31657425
Barbardiya Municipality,.071766183,.63392818,.97917199,.8019706,.52396327,41.315987,,,.38159975,.52166951,2011,Barbardiya,1,-.035110518,1,.083616734,1,.079648703
Barbardiya Municipality,.26950818,.97573769,.98885244,.68786883,.68262297,45.551476,.5621128916784528,.3142706626094878,.4378871,.68572932,2021,,1,.1739836,1,.25765762,1,.26162565
Thakurbaba Municipality,.083674945,.61918449,.96604729,.69363219,.51908529,42.231251,,,.62192249,.71506029,2011,Thakurbaba,1,.04201125,1,.10496968,1,.1063665
Thakurbaba Municipality,.32061687,.9918831,.96266234,.60227275,.66964287,44.5625,.4186698517887066,.144904678396415,.58133012,.85509533,2021,,1,.25244081,1,.29932213,1,.29792532
Geruwa Gaunpalika,.13507093,.67430484,.99381483,.80275595,.55164307,42.224648,,,.55033422,.69034672,2011,Geruwa,1,-.009624321,1,.16798531,1,.17309573
Geruwa Gaunpalika,.39354187,.99394554,.99091828,.63067609,.68920285,45.563068,.4990757252669482,.2292780390707776,.50092429,.77072197,2021,,1,.18792513,1,.3606275,1,.35551709
Rajapur Municipality,.081293836,.68625057,.97758305,.77519292,.48946488,42.100033,,,.33665285,.50375473,2011,Rajapur,1,-.055290025,1,.17238624,1,.18066967
Rajapur Municipality,.44509947,.98820931,.98084009,.68017685,.64112014,45.440678,.6417166826379344,.4251488512381911,.35828331,.57485116,2021,,1,.15770191,1,.35400707,1,.34572366
Madhuwan Municipality,.088268824,.69730151,.97475159,.69633472,.49686533,43.575134,,,.60858995,.52395976,2011,Madhuwan,1,.015619845,1,.12792444,1,.11994378
Madhuwan Municipality,.37800154,.97443843,.96204495,.55460882,.63594115,45.497288,.3060887519937907,.2145176622289,.69391125,.78548235,2021,,1,.27381596,1,.33834592,1,.34632659
Gulariya Municipality,.025641026,.54700857,.98717946,.88034189,.36752138,43.517094,,,.7876941,.59302866,2011,Gulariya,1,.036712043,1,.031605829,1,.051853321
Gulariya Municipality,.30899256,.93914807,.95334685,.73698443,.57200813,44.856659,.1978106099732031,.3982847332954407,.80218941,.60171527,2021,,1,.31680387,1,.30302775,1,.28278026
Badhaiyatal Gaunpalika,.11767365,.73910624,.97778249,.70372379,.48809755,43.718609,,,.7318567,.57400167,2011,Badhaiyatal,1,.044224482,1,.20409434,1,.20748952
Badhaiyatal Gaunpalika,.47878787,.96515149,.97727275,.64090908,.65151513,47.069698,.2464833702425722,.3111793559510261,.75351661,.68882066,2021,,1,.26501313,1,.39236718,1,.38897198
Dolpo Buddha Gaunpalika,.001953125,.96989238,.98113209,.80995727,.16531545,41.993553,,,.052095674,.099852547,2011,Dolpo Buddha,1,-.18237612,1,-.053524468,1,-.023523871
Dolpo Buddha Gaunpalika,.010471204,.98429322,1,.85863876,.24083769,43.094242,.9865628284824197,.9731256635859609,.013437171,.026874337,2021,,1,-.001962858,1,.065948799,1,.035948202
Shey Phoksundo Gaunpalika,.0048613688,.97195309,.97672021,.84355974,.35686207,43.773804,,,.25452226,.45434958,2011,Shey Phoksundo,1,-.10231125,1,-.0098979874,1,.050461262
Shey Phoksundo Gaunpalika,.011538462,.98461539,.99230766,.8230769,.21923077,45.00769,.9555400059654175,.9121931759291328,.044459995,.087806821,2021,,1,.0030315584,1,.026297817,1,-.034061432
Jagadulla Gaunpalika,0,.72817355,.96439135,.89467466,.56373584,41.817719,,,.64214134,.78800005,2011,Jagadulla,1,.064260893,1,-.062455278,1,-.050429899
Jagadulla Gaunpalika,.039215688,.97549021,.95588237,.70098037,.58823532,42.676472,.4203686406453926,.1306956906337291,.57963139,.8693043,2021,,1,.26390478,1,.10167097,1,.089645587
Mudkechula Gaunpalika,.0014124294,.44809178,.97739059,.91818744,.62192917,40.693844,,,.63020653,.75896388,2011,Mudkechula,1,.057349663,1,-.066008411,1,-.053640965
Mudkechula Gaunpalika,.015527951,.98447204,.96894407,.80434781,.65217394,43.239132,.5825097793876921,.2326226994628087,.41749021,.76737732,2021,,1,.20846842,1,.082948789,1,.070581347
Tripurasundari Municipality,.0021272413,.63160527,.97711378,.8875975,.52004659,41.019272,,,.52766138,.68793243,2011,Tripurasundari,1,.012474076,1,-.039020147,1,-.020464113
Tripurasundari Municipality,.078095235,.99619049,.96761906,.90285712,.58476192,42.01524,.5605707117501879,.2901740251109004,.43942928,.70982599,2021,,1,.21709307,1,.11924262,1,.10068659
Thulibheri Municipality,.0035675578,.68141568,.85562712,.89811498,.66206515,39.528748,,,.43152949,.51914662,2011,Thuli Bheri,1,.18451536,1,-.013786146,1,.006224677
Thulibheri Municipality,.1557377,.99795079,.82377046,.73565573,.66803277,39.84631,.7116256953383697,.4694016380526591,.2883743,.53059834,2021,,1,.3958419,1,.1730914,1,.15308058
Kaike Gaunpalika,0,.7625249,.94046509,.85192692,.50282395,42.009102,,,.3428767,.56367356,2011,Kaike,1,.0033676899,1,-.011426446,1,.017214308
Kaike Gaunpalika,.033210333,.98892987,.99630994,.80442804,.52398527,42.896679,.7259407276333718,.5066520506516099,.27405927,.49334794,2021,,1,.11417824,1,.044636779,1,.015996026
Chharka Tangsong Gaunpalika,.0042016809,.86508226,.97546011,.85028613,.17966697,44.352196,,,.22836152,.37561068,2011,Chharka Tangsong,1,-.13479973,1,-.049882829,1,.004042625
Chharka Tangsong Gaunpalika,.060606062,1,.97727275,.86363637,.28787878,44.727272,.9638249221527531,.9288610075600445,.03617508,.071138993,2021,,1,.033915292,1,.11469057,1,.060765117
Mugumakarmarog Gaunpalika,0,.80071062,.96572822,.91435754,.28755486,46.58392,,,.18884276,.31335285,2011,Mugu mkarmarong,1,-.12811565,1,-.11328169,1,-.13383001
Mugumakarmarog Gaunpalika,.037037037,.99715102,.94017094,.78347576,.46153846,44.111111,.4954600189812481,.163238562643528,.50453997,.83676142,2021,,1,.24233983,1,.15031873,1,.17086704
Chhayanath Rara Municipality,.0021267601,.62869972,.94754434,.91213578,.45312604,42.759895,,,.55502796,.73282987,2011,Chhayanath Rara,1,.043906197,1,-.041503601,1,-.020694762
Chhayanath Rara Municipality,.17562254,.97247708,.90301442,.8204456,.58191347,40.91481,.5806944647003007,.2182449516549241,.41930553,.78175503,2021,,1,.30583683,1,.2192529,1,.19844405
Soru Gaunpalika,.00033670035,.76652271,.98571223,.94109589,.42577177,42.655243,,,.61903489,.69097304,2011,Soru,1,.0058104065,1,-.065335132,1,-.039424777
Soru Gaunpalika,.032818533,.99227798,.96525097,.87451738,.45173746,43.909267,.6903217806199677,.4088797986623831,.30967823,.59112018,2021,,1,.15468858,1,.098490365,1,.07258001
Khatyad Gaunpalika,0,.65524364,.98518574,.91812098,.3963528,47.352371,,,.60555375,.70774305,2011,Khatyad,1,-.027925657,1,-.098753564,1,-.084028669
Khatyad Gaunpalika,.051199999,.95200002,.95679998,.86400002,.55680001,45.3008,.5999119192483633,.206269283691654,.40008807,.79373074,2021,,1,.19816095,1,.14995356,1,.13522866
Chankheli Gaunpalika,.0010362694,.40103847,.97134638,.92020345,.45696935,43.596729,,,.69611675,.73783243,2011,Chankheli,1,.046103973,1,-.040317073,1,-.015951224
Chankheli Gaunpalika,.0031055901,.98136646,1,.86645961,.45962733,44.633541,.6105092531070113,.3493560999631882,.38949075,.65064389,2021,,1,.12492474,1,.044458933,1,.020093082
Kharpunath Gaunpalika,.00094339624,.64690709,.96745783,.88896322,.44844037,43.645447,,,.69328278,.74913394,2011,Kharpunath,1,.048451237,1,-.061389647,1,-.038116992
Kharpunath Gaunpalika,.010989011,.98076922,.99175823,.75824177,.50824177,42.70879,.4917266753626564,.2637412882177159,.5082733,.73625869,2021,,1,.18397361,1,.073322058,1,.050049402
Simkot Gaunpalika,.021612903,.88348675,.86184525,.88563132,.46213049,43.602875,,,.46907344,.68010187,2011,Simkot,1,.13636634,1,-.092417106,1,-.084261067
Simkot Gaunpalika,.014414415,.97657657,.83243245,.79819822,.56576574,43.517117,.4303442842781351,.142674581380561,.56965572,.85732543,2021,,1,.4303605,1,.12844443,1,.12028839
Namkha Gaunpalika,.0021645022,.97111082,.95399487,.8602879,.33993605,43.850769,,,.02538803,.049323045,2011,Namkha,1,-.13687174,1,-.07447625,1,-.088439651
Namkha Gaunpalika,.015384615,.98461539,.97692305,.8230769,.51538461,45.49231,.8040881910102087,.614765202102717,.19591181,.3852348,2021,,1,.1045532,1,.092025369,1,.10598877
Sarkegad Gaunpalika,.0020202021,.18213481,.97478336,.92184883,.36847186,44.429642,,,.55490202,.69698465,2011,Sarkegad,1,-.014935245,1,-.079534195,1,-.062373679
Sarkegad Gaunpalika,.014767933,.9662447,.99367088,.90717298,.54008436,44.111813,.5329895280301571,.2558926716446877,.46701047,.74410731,2021,,1,.17057951,1,.096322328,1,.079161815
Adanchuli Gaunpalika,.0009380863,.13170221,.97836339,.94265544,.34231853,43.097412,,,.58583033,.66659784,2011,Adanchuli,1,-.0068214019,1,-.075819992,1,-.075908221
Adanchuli Gaunpalika,.013550135,.8888889,.99457997,.81029809,.46341464,43.829269,.4726584628224373,.1524457223713398,.52734154,.84755427,2021,,1,.1746242,1,.090308219,1,.090396442
Tanjakot Gaunpalika,.0024300618,.42797536,.97663581,.9311403,.42182314,43.154278,,,.7817179,.63832486,2011,Tanjakot,1,.060733695,1,-.022796305,1,-.02145266
Tanjakot Gaunpalika,.037854891,.96214509,.99369085,.80441642,.35646689,42.675079,.6057711132525583,.2292236732318997,.39422888,.77077633,2021,,1,.13027032,1,.063081257,1,.061737612
Patarasi Gaunpalika,0,.87615258,.99541283,.93527073,.4268806,42.525185,,,.21923088,.39110741,2011,Patrasi,1,-.11952108,1,-.072343767,1,-.047811974
Patarasi Gaunpalika,.0098846788,1,.99011534,.82537067,.45140034,42.418453,.7835387426777913,.5977260141517036,.21646126,.40227398,2021,,1,.10020388,1,.082228452,1,.057696652
Kanaka Sundari Gaunpalika,0,.76904762,.95660716,.77535713,.35107145,43.067677,,,.39824548,.45712736,2011,Kanakasundari,1,-.032431893,1,-.070554018,1,-.080243371
Kanaka Sundari Gaunpalika,.044280443,.99261993,.95018452,.85608858,.5221402,45.889297,.6332340824928906,.3074062028899789,.36676592,.69259381,2021,,1,.18995434,1,.11483447,1,.12452381
Sinja Gaunpalika,0,.66239315,.990991,.89581066,.49688151,44.676094,,,.58480799,.67091173,2011,Sinja,1,-.014196971,1,-.043627642,1,-.017365633
Sinja Gaunpalika,.042682927,.98780489,.97967482,.78252035,.4512195,44.835365,.688902946174494,.3969922913238406,.31109706,.60300773,2021,,1,.12683439,1,.086310573,1,.060048562
Chandannath Municipality,.016112722,.87284517,.909006,.76962602,.57515085,42.538101,,,.69755971,.67031682,2011,Chandannath,1,.15180525,1,-.0047506085,1,.0093866829
Chandannath Municipality,.32833958,.9975031,.80149812,.66541821,.73033708,42.220974,.5505407540603926,.2746101291850209,.44945925,.7253899,2021,,1,.465689,1,.3492029,1,.3350656
Guthichaur Gaunpalika,0,.67035151,.98393804,.90117157,.5552721,41.746788,,,.50721073,.62871027,2011,Guthichaur,1,-.0017789758,1,-.064432807,1,-.04923683
Guthichaur Gaunpalika,.017857144,.99206346,.9861111,.84325397,.61507934,43.055557,.6481007992676666,.3483316549682058,.35189921,.65166837,2021,,1,.16298567,1,.082289949,1,.067093976
Tatopani Gaunpalika,0,.63067275,.98229748,.86331064,.458022,42.677536,,,.61460769,.783553,2011,Tatopani,1,.011320026,1,-.060420409,1,-.04021737
Tatopani Gaunpalika,.023140496,.98677689,.9801653,.76198345,.50247931,45.423141,.6349385332860606,.2915614657686092,.36506146,.70843852,2021,,1,.14435928,1,.083560906,1,.063357867
Tila Gaunpalika,.0023584906,.77954453,.96140599,.85878938,.42069063,43.860893,,,.35480878,.44677562,2011,Tila,1,-.04395679,1,-.063656606,1,-.052007362
Tila Gaunpalika,.020715632,.98305082,.97740114,.6836158,.49529189,44.649719,.7394629734220359,.4826782318996266,.26053703,.51732177,2021,,1,.11989727,1,.086730726,1,.075081483
Hima Gaunpalika,0,.58654177,.97383296,.91270101,.43008977,42.944405,,,.61457396,.76692098,2011,Hima,1,.019452712,1,-.072825961,1,-.042318806
Hima Gaunpalika,.0042735045,.99358976,.98290598,.80769229,.52564102,45.976494,.7141864431108615,.4302988896379247,.28581357,.56970114,2021,,1,.11962589,1,.077099465,1,.046592314
Palata Gaunpalika,.0045045046,.41327453,.9906646,.95777166,.34542385,43.569355,,,.67736262,.77507371,2011,Palata,1,-.00019994612,1,-.066135891,1,-.05237627
Palata Gaunpalika,.047272727,.96909094,.97818184,.86727273,.43454546,44.740002,.6085743470273002,.21928296337137,.39142564,.78071702,2021,,1,.15228666,1,.11791312,1,.1041535
Pachal Jharana Gaunpalika,0,.53387445,.99166667,.94621217,.41515154,43.507847,,,.75237894,.694938,2011,Pachaljharana,1,.028875226,1,-.046756782,1,-.047914565
Pachal Jharana Gaunpalika,.070422538,.99597585,.98390341,.85714287,.48692152,45.879276,.5755848777659338,.2048974707140587,.42441511,.79510254,2021,,1,.15393913,1,.11717932,1,.1183371
Raskot Municipality,.012016428,.46763852,.97561359,.92433232,.45479921,41.613262,,,.76126164,.67730522,2011,Raskot,1,.069219895,1,-.036572296,1,-.056092706
Raskot Municipality,.057627119,.96779662,.97288138,.83559322,.51355934,45.854237,.4941316856289149,.0855653671897016,.50586832,.91443461,2021,,1,.19547045,1,.10621584,1,.12573625
Sanni Tribeni Gaunpalika,0,.63734043,.98628116,.92211097,.51134396,42.957012,,,.74511367,.6854046,2011,Sanni Tribeni,1,.049750395,1,-.035867356,1,-.044447672
Sanni Tribeni Gaunpalika,.035928145,.96606785,.99001998,.81037927,.48902196,45.592815,.5667010249592721,.1464688782580197,.43329898,.85353112,2021,,1,.14830564,1,.071795501,1,.08037582
Naraharinath Gaunpalika,0,.695265,.96798164,.93279654,.42463848,42.863594,,,.50255728,.6404922,2011,Naraharinath,1,-.0034700057,1,-.054740362,1,-.062247787
Naraharinath Gaunpalika,.066951565,.99430197,.99287748,.73931623,.57122505,42.756409,.5431711583475263,.0989619781030342,.45682883,.90103805,2021,,1,.17561443,1,.12169193,1,.12919936
Khandachakra Municipality,.044147149,.45799935,.88959825,.83872533,.45811808,43.366863,,,.73610699,.69540012,2011,Khandachakra,1,.17165618,1,.06913662,1,.060341138
Khandachakra Municipality,.21491228,.99122804,.9152047,.74707603,.52339178,44.516083,.5512527995590517,.1066299703670666,.44874719,.89337003,2021,,1,.26689672,1,.18992281,1,.19871829
Tilagupha Municipality,0,.54826349,.97811937,.90149999,.52347594,42.1912,,,.68292582,.75241566,2011,Tilagufa,1,.049061086,1,-.025104793,1,-.0042172815
Tilagupha Municipality,.080204777,.96416384,.95733786,.79692835,.49146757,46.121159,.6847868859312314,.3732621116796508,.31521311,.62673789,2021,,1,.15821503,1,.10530957,1,.084422059
Mahawai Gaunpalika,0,.17654322,.99444443,.82407403,.50864196,46.505554,,,.57410926,.67638159,2011,Mahawai,1,-.032742187,1,-.06741982,1,-.034043405
Mahawai Gaunpalika,.046272494,.92802054,.95886892,.74293059,.50642675,46.236504,.709548184805044,.4444642306771129,.29045182,.55553579,2021,,1,.14888716,1,.11369231,1,.080315895
Shuva Kalika Gaunpalika,0,.400002,.98371571,.83161676,.46512356,43.442101,,,.75191355,.70834112,2011,Kalika,1,.043690961,1,-.061693784,1,-.063995235
Shuva Kalika Gaunpalika,.035120148,.97042513,.98521256,.71903884,.54343808,45.475048,.5146760074421763,.1626886650919914,.485324,.83731133,2021,,1,.17501119,1,.096813932,1,.099115387
Naumule Gaunpalika,.0024213076,.54787862,.95603305,.74173272,.48386323,44.507519,,,.63061184,.63290262,2011,Naumule,1,.042617314,1,-.049826819,1,-.054721165
Naumule Gaunpalika,.063037246,.97277939,.96131808,.66045845,.57736391,44.862465,.353052694350481,.1109355594962835,.64694732,.88906443,2021,,1,.26037583,1,.11528537,1,.12017972
Mahabu Gaunpalika,.0095738815,.54064786,.98480409,.69679117,.490796,44.659733,,,.78804868,.60463309,2011,Mahabu,1,.045054868,1,-.039428983,1,-.054871362
Mahabu Gaunpalika,.089153044,.96433878,.98662704,.59435362,.61664188,46.848438,.3908207978800746,.1376239486562554,.6091792,.86237603,2021,,1,.20641288,1,.13815591,1,.15359829
Bhairabi Gaunpalika,.0078134462,.43551046,.98134971,.7524026,.48312137,41.240135,,,.66326606,.62309712,2011,Bhairabi,1,.034423035,1,-.026651008,1,-.040235169
Bhairabi Gaunpalika,.11095306,.97439545,.98008537,.52204835,.57183498,45.23613,.4897604704109924,.1714405228267424,.51023954,.82855946,2021,,1,.18860224,1,.14541751,1,.15900166
Thantikandh Gaunpalika,0,.26972669,.98331964,.86601883,.30775803,42.895706,,,.70805472,.77930599,2011,Thantikandh,1,.014736985,1,-.085651703,1,-.077404343
Thantikandh Gaunpalika,.036363635,.96515149,.98939395,.62727273,.45909092,43.14394,.515217299114255,.1475584615836851,.4847827,.85244155,2021,,1,.16780895,1,.12201534,1,.11376797
Aathbis Municipality,.0084867282,.46178061,.9643479,.77130413,.3659237,41.418983,,,.71478784,.70368958,2011,Aathabis,1,.056631431,1,-.033089317,1,-.039475944
Aathbis Municipality,.095953755,.94104046,.9803468,.70635837,.52832371,43.438148,.4421234362674227,.1126365319069009,.55787659,.88736349,2021,,1,.21114363,1,.13752981,1,.14391643
Chamunda Bindrasaini Municipality,.004607433,.41301242,.9901948,.88567382,.4137651,43.853683,,,.79181218,.63718456,2011,Chamunda Bindrasaini,1,.038146108,1,-.063623428,1,-.076734111
Chamunda Bindrasaini Municipality,.071794875,.97435898,.99230766,.69358975,.55897439,44.36282,.4743147837988815,.11555831701844,.52568519,.88444167,2021,,1,.18386197,1,.14002573,1,.15313642
Dullu Municipality,.0060000001,.45834735,.9838419,.69338924,.49726081,44.747581,,,.69081295,.65985054,2011,Dullu,1,.019371998,1,-.045723967,1,-.052254796
Dullu Municipality,.065923862,.97214484,.97957289,.57195914,.56174558,46.375114,.5492765869763971,.157084626989672,.45072341,.84291536,2021,,1,.16639201,1,.11764783,1,.12417866
Narayan Municipality,0,.55002934,.96845663,.71640253,.49985328,44.160942,,,.67842972,.68226707,2011,Narayan,1,.041868474,1,-.038868088,1,-.03838056
Narayan Municipality,.28715083,.96983242,.85474861,.58994412,.66815645,45.281563,.4267828077072409,.1417984841391444,.57321721,.8582015,2021,,1,.39779201,1,.32601893,1,.32553139
Bhagawatimai Gaunpalika,.0057971012,.73766828,.96453214,.77625805,.42991164,43.259109,,,.67386508,.77058768,2011,Bhagawatimai,1,.043446485,1,-.057826154,1,-.062622495
Bhagawatimai Gaunpalika,.041269843,.97460318,.97460318,.69047618,.56190479,46.346031,.5213481441539898,.0896498991642147,.47865185,.91035008,2021,,1,.18491897,1,.1048931,1,.10968944
Dungeshwor Gaunpalika,.012597809,.68000901,.93787467,.57885927,.52496368,44.457371,,,.72848189,.66546142,2011,Dungeshwor,1,.096757449,1,-.01230811,1,-.01876265
Dungeshwor Gaunpalika,.087804876,.97398376,.97235775,.62439024,.67154473,46.507317,.3959650194861695,.1397222062805668,.60403496,.86027777,2021,,1,.23527214,1,.1127108,1,.11916533
Gurans Gaunpalika,.0073238653,.58731306,.98402357,.75747526,.53542745,44.04578,,,.61967289,.66957474,2011,Gurans,1,.010050561,1,-.053054623,1,-.053067554
Gurans Gaunpalika,.077134989,.9710744,.97382921,.6873278,.66115701,46.269974,.4850865094465462,.1866941228508949,.5149135,.81330585,2021,,1,.20991932,1,.13751347,1,.13752641
Barekot Gaunpalika,.002016129,.48324773,.98185068,.81782955,.32991552,42.486458,,,.69686955,.77919185,2011,Barekot,1,.017505724,1,-.094147697,1,-.083289295
Barekot Gaunpalika,.048120301,.93984962,.9894737,.84812027,.63308269,43.427067,.5125046829697339,.1828371924930252,.4874953,.81716281,2021,,1,.19686018,1,.14428413,1,.13342573
Kuse Gaunpalika,.0012987013,.39642873,.99267721,.89155155,.48664203,41.183598,,,.73439461,.67381078,2011,Kuse,1,.043320131,1,-.051570632,1,-.055489045
Kuse Gaunpalika,.064425774,.96918768,.98179269,.6512605,.51960784,43.563026,.5309983263043634,.1904497014766093,.46900168,.80955029,2021,,1,.18063983,1,.11729511,1,.12121352
Junichande Gaunpalika,0,.45996833,.99452269,.87213099,.33328718,42.800125,,,.72480589,.72616684,2011,Junichande,1,.0077995006,1,-.074666828,1,-.075595766
Junichande Gaunpalika,.052706555,.91595441,.98433048,.76923078,.47150996,44.467236,.5042429689430605,.1424128669896163,.49575704,.85758716,2021,,1,.17654864,1,.12737338,1,.12830232
Chhedagad Municipality,.0045687645,.61805207,.9852277,.8965528,.45796332,41.584862,,,.66566044,.72174728,2011,Chhedagad,1,.028563453,1,-.059305202,1,-.059971888
Chhedagad Municipality,.061181433,.96097046,.97995782,.76265824,.56645572,43.583332,.4897152898779495,.1385117922909558,.51028472,.86148822,2021,,1,.20431407,1,.1250554,1,.12572208
Shivalaya Gaunpalika,0,.40837911,.97270769,.85760349,.49179107,42.831322,,,.57337749,.70287079,2011,Shiwalaya,1,.01679237,1,-.064356349,1,-.047830116
Shivalaya Gaunpalika,.0989011,.98351645,.95054942,.73443222,.64285713,44.338829,.6142948041670024,.3047106042504311,.3857052,.69528937,2021,,1,.21606475,1,.16325745,1,.14673121
Bheri Municipality,.0087736966,.39811796,.96517426,.85849857,.49208054,40.762707,,,.72603369,.72759819,2011,Bheri,1,.081850514,1,-.046762347,1,-.045854609
Bheri Municipality,.17669173,.96428573,.91259396,.56578946,.6118421,41.608082,.4053653536446831,.1153777312720194,.59463465,.88462228,2021,,1,.33429751,1,.23222777,1,.23132004
Nalgad Municipality,.0051948051,.34193909,.97043884,.8882919,.48069924,42.023994,,,.71761101,.7312268,2011,Nalagad,1,.064406984,1,-.061764006,1,-.055667385
Nalgad Municipality,.084507041,.93075114,.95305163,.78755867,.60093898,41.741783,.3878397689602657,.1230751506373053,.61216021,.87692487,2021,,1,.2864821,1,.15146585,1,.14536923
Aathabisakot Municipality,0,.32550886,.97521627,.84663868,.44244945,40.879517,,,.68153471,.7615416,2011,Aathbiskot,1,.047492005,1,-.062695004,1,-.055862401
Aathabisakot Municipality,.048304215,.96505654,.97327852,.70914698,.52517986,41.838642,.4211483872027202,.1272018393501639,.57885164,.87279814,2021,,1,.23553281,1,.11099922,1,.10416661
Sanibheri Gaunpalika,.0028985508,.5920285,.98885566,.81332034,.429299,41.236897,,,.55546498,.74033439,2011,Sani Bheri,1,-.011906104,1,-.07733205,1,-.062538601
Sanibheri Gaunpalika,.055415615,.98866498,.98614609,.70780855,.60453403,42.059193,.4839784194724643,.2061500980344135,.51602161,.79384989,2021,,1,.20917363,1,.13564621,1,.12085277
Banphikot Gaunpalika,0,.65928316,.97400641,.74401873,.43763357,41.868511,,,.64672017,.69554824,2011,Banfikot,1,.030261414,1,-.076362401,1,-.065884657
Banphikot Gaunpalika,.032742154,.98362893,.97953618,.71487039,.60163713,43.043655,.5423500770702958,.2537713795900345,.45764992,.74622864,2021,,1,.19644994,1,.10910456,1,.098626807
Musikot Municipality,.041791044,.74332207,.92699546,.69838929,.55578154,41.265232,,,.59071302,.75739342,2011,Musikot,1,.09875942,1,-.00046360688,1,.014129707
Musikot Municipality,.24881291,.99335235,.85375118,.60968661,.70085472,42.950619,.4705150817332253,.1952905420330353,.52948493,.80470943,2021,,1,.40482622,1,.29106757,1,.27647424
Tribeni Gaunpalika,.0025252525,.73252261,.97104478,.6637578,.42558005,43.030212,,,.49673915,.69572914,2011,Tribeni,1,-.018138397,1,-.083679914,1,-.064800523
Tribeni Gaunpalika,.080851063,.98014182,.95319152,.68652481,.6680851,43.458157,.5442974706860468,.2750208881916478,.45570254,.7249791,2021,,1,.23888607,1,.16705623,1,.14817683
Chaurjahari Municipality,.0022522523,.61953199,.98331869,.80031091,.49715424,39.946239,,,.69125968,.68479061,2011,Chaurjahari,1,.049990434,1,-.066808239,1,-.066119768
Chaurjahari Municipality,.099020675,.99129486,.95538628,.64200217,.64200217,41.939064,.4540623146595237,.1850189193501137,.54593766,.8149811,2021,,1,.26474276,1,.16808116,1,.1673927
Darma Gaunpalika,.0020449897,.42058578,.9932,.80859238,.47958773,41.978153,,,.53465807,.76205117,2011,Darma,1,-.021344695,1,-.09671773,1,-.072748698
Darma Gaunpalika,.02991453,.98148149,.98717946,.70227921,.67236465,42.706554,.6398035315078232,.29599444498308,.36019647,.70400554,2021,,1,.16932566,1,.12867725,1,.10470822
Kumakh Gaunpalika,0,.55056041,.98700249,.82699704,.49699536,42.856007,,,.5562396,.69229722,2011,Kumakha,1,-.0085177952,1,-.053525798,1,-.034526482
Kumakh Gaunpalika,.067650676,.99015993,.99261993,.65805656,.59655595,43.701107,.5911430930860249,.3153924725775141,.4088569,.68460751,2021,,1,.15828463,1,.12117647,1,.10217716
Banagad Kupinde Municipality,.019638563,.4009724,.94094497,.78981984,.43709585,42.357452,,,.65311056,.746719,2011,Bangad Kupinde,1,.077245012,1,-.023554502,1,-.013807785
