mnid,clean_cooking,clean_lighting,div_index,pol_index,new_lu_name,yhat_ols,yhat_fe_div,yhat_fe_both
Brahmapuri Gaunpalika,.11750881,.97297299,.5714069,.76794988,,.16342609,.15781508,.16775161
Chandranagar Gaunpalika,.13721186,.98792535,.59549391,.75750196,,.2071131,.16650669,.1846108
Kabilashi Municipality,.19075713,.98721731,.44682184,.70465487,,.13942823,.19385332,.20944841
Chakraghatta Gaunpalika,.16408269,.98062015,.49933547,.73787099,,.1418526,.15933394,.16726644
Basbariya Gaunpalika,.081967212,.98770493,.29386556,.53250486,,.11580892,.14735456,.12963139
Dhanakaul Gaunpalika,.10154241,.9678663,.36699995,.66408628,,.12988505,.14090267,.15009299
Ramnagar Gaunpalika,.13325031,.97509342,.39929682,.69410217,,.12114095,.15561347,.17631797
Balara Municipality,.16316794,.95992368,.42376298,.69085819,,.14002573,.17158978,.19197159
Godaita Municipality,.19195612,.97074956,.4886404,.72384858,,.13827661,.17614873,.19646356
Bishnu Gaunpalika,.22446406,.93820935,.42643157,.71720093,,.1273748,.19341604,.21122555
Kaudena Gaunpalika,.16605166,.96678966,.48936179,.7279253,,.17279346,.18152115,.19310479
Malangawa Municipality,.52972031,.99650347,.50364625,.74570256,,.27585414,.44372028,.44558227
Chandrapur Municipality,.44546649,.99211562,.81390375,.59065938,,.30433458,.36049238,.36326161
Gujara Municipality,.15515696,.9838565,.77447236,.6593172,,.27411777,.19797496,.18101613
Phatuwa Bijayapur Municipality,.25338894,.97810221,.63059884,.72980112,,.19292273,.23275076,.24385454
Katahariya Municipality,.23265307,.98775512,.5477497,.78168052,,.18039095,.20865084,.23576567
Brindaban Municipality,.30550098,.98035365,.60902148,.81388241,,.19956762,.27446207,.2875379
Gadhimai Municipality,.2701613,.99596775,.54581642,.81113851,,.15895982,.22388884,.24435833
Madhav Narayan Municipality,.2171123,.98609626,.36519924,.65440977,,.15687305,.22330219,.22793435
Garuda Municipality,.41290894,.99204242,.47128338,.72817034,,.17332716,.32316336,.32615167
Dewahi Gonahi Municipality,.27408257,.98165137,.5271734,.80778354,,.14164796,.22039773,.23348759
Maulapur Municipality,.25,.98863637,.28786713,.54366791,,.10362249,.23646124,.23665437
Boudhimai Municipality,.35191637,.99303138,.3868407,.65467763,,.11313795,.26664904,.2720536
Paroha Municipality,.20192307,.9476496,.5838834,.91789472,,.16359141,.19675159,.21313776
Rajpur Municipality,.16386969,.97729516,.43085554,.74204922,,.11433104,.17343542,.16274482
Yamunamai Gaunpalika,.17181209,.9771812,.59526759,.91515529,,.18357937,.18912886,.20116657
Durga Bhagawati Gaunpalika,.26850507,.9666183,.46849242,.74608076,,.15517631,.24298663,.26315057
Rajdevi Municipality,.23068051,.95617068,.44323269,.74905849,,.16753183,.21306701,.23909523
Gaur Municipality,.59348738,.99054623,.51656985,.7593146,,.29652476,.5096513,.5539996
Ishanath Municipality,.15852442,.96410769,.58118814,.89592606,,.17261331,.16834906,.19341102
Nijagadh Municipality,.53771758,.99419731,.63553739,.83181578,,.21718802,.39419737,.40680522
Kolhabi Municipality,.21513605,.9872449,.67830223,.70408088,,.22288458,.18030043,.16665851
Jitpur Simara Sub-Metropolitan City,.57952756,.99107611,.83124065,.55470657,,.38201246,.45083919,.43940166
Parawanipur Gaunpalika,.59050447,.99406528,.60329473,.7579118,,.19788305,.36459321,.3724274
Prasauni Gaunpalika,.48958334,.98809522,.60064489,.74133134,,.20265758,.34965596,.37508869
Bishrampur Gaunpalika,.37387386,.98648649,.51349294,.7211954,,.15840524,.26433381,.29825038
Pheta Gaunpalika,.35868007,.99426115,.65483922,.79769957,,.20251706,.27549404,.3027589
Kalaiya Sub-Metropolitian City,.41069397,.98521048,.63096344,.75164974,,.26365927,.33974668,.35357216
Karaiyamai Gaunpalika,.1627907,.98578811,.69852632,.77904475,,.23411432,.1886943,.19829977
Baragadhi Gaunpalika,.11227154,.98302871,.68631846,.8421973,,.20554365,.13888794,.15648924
Aadarsha Kotwal Gaunpalika,.13026316,.98421055,.51784259,.75958079,,.16078085,.14593171,.15910441
Simroungadh Municipality,.23512477,.97120923,.50268507,.76975971,,.16241284,.21450333,.23156944
Pacharauta Municipality,.096774191,.98041475,.57514042,.78047305,,.16556346,.13851768,.15330175
Mahagadhimai Municipality,.32800001,.9768889,.44697109,.65896297,,.14216968,.26573613,.2680746
Devtal Gaunpalika,.28486648,.98071218,.55208248,.73293239,,.16532382,.23650967,.24628326
Subarna Gaunpalika,.15850516,.98067009,.4960463,.77079624,,.12285356,.14202501,.14741635
Thori Gaunpalika,.38280165,.99583912,.56538504,.79672283,,.22405119,.31338465,.31082055
Jirabhawani Gaunpalika,.08168643,.98682475,.68908179,.77481431,,.20213541,.083059177,.074638918
Jagarnathpur Gaunpalika,.23236009,.9817518,.65235394,.78806919,,.18492799,.20313881,.22241637
Paterwa Sugauli Gaunpalika,.13217624,.94793057,.7650128,.6938557,,.24346343,.15254547,.15480758
Sakhuwa Prasauni Gaunpalika,.1659091,.96363634,.76626247,.69375789,,.26428607,.18431339,.18660708
Parsagadhi Municipality,.15800203,.98776758,.79181582,.63374037,,.26191217,.17573483,.17691316
Birgunj Metropolitian City,.76841307,.99164766,.65052098,.73769754,,.45665124,.62318736,.63825125
Bahudarmai Municipality,.39784947,.99569893,.49716637,.69337779,,.1559687,.2958447,.31400758
Pokhariya Municipality,.26364693,.98722416,.5535081,.73711067,,.18018676,.22416633,.24592564
Kalikamai Gaunpalika,.24303405,.99071205,.54045141,.73323929,,.16186106,.20138194,.22656545
Dhobini Gaunpalika,.25760001,.98879999,.55441952,.78491968,,.17398843,.23865896,.24647406
Chhipaharmai Gaunpalika,.32523617,.99055332,.50357789,.75451618,,.1502279,.24252248,.26927316
Pakaha Mainpur Gaunpalika,.23052464,.98887122,.57921463,.75567585,,.17227046,.19888259,.22522756
Bindabasini Gaunpalika,.25075075,.987988,.51027906,.76362252,,.15921296,.20654997,.24373448
Gaurishankar Gaunpalika,.030769231,.99720281,.53247446,.85242623,,.14956953,.072117127,.077068351
Bigu Gaunpalika,.11229946,.99598932,.46448117,.78392178,,.17983024,.13960007,.13646509
Kalinchowk Gaunpalika,.11418685,.99538636,.54552627,.94564766,,.20047154,.16162294,.15933117
Baiteshwor Gaunpalika,.11720698,1,.60743642,.89694345,,.22034936,.17467739,.1797443
Jiri Municipality,.20600858,.99570817,.49725413,.8359493,,.23126845,.23582864,.23426291
Tamakoshi Gaunpalika,.10497238,.99861878,.56267768,.82874233,,.1698176,.14051856,.14355378
Melung Gaunpalika,.054521278,.99734044,.56955081,.92062712,,.15694095,.10874885,.11951516
Shailung Gaunpalika,.088235296,.99744248,.53480279,.90309578,,.17256817,.14873882,.14795484
Bhimeshwor Municipality,.42150912,.99479616,.57458776,.9175483,,.40233013,.44876626,.44305512
Bhotekoshi Gaunpalika,.27803379,.99539173,.43186879,.68589574,,.22324482,.24605091,.23974979
Jugal Gaunpalika,.074277855,.99724895,.27908266,.50613159,,.077861071,.12954369,.095239736
Panchpokhari Thangpal Gaunpalika,.19457547,.99056602,.3783052,.64861983,,.13096707,.21252243,.1991643
Helambu Gaunpalika,.1522911,.99460918,.38906762,.70073766,,.14327054,.18516703,.17359656
Melanchi Municipality,.20792079,.99422443,.59766078,.87674606,,.24700806,.22984426,.23188348
Indrawoti Gaunpalika,.18886463,.99454147,.65856224,.81185782,,.21177319,.21986808,.21491508
Choutara Sangachowkgadhi Municipality,.25262308,.99515736,.54632586,.91872323,,.20954524,.22868127,.24836446
Balephi Gaunpalika,.27755645,.99734396,.572752,.90861046,,.21171506,.24875009,.25886008
Bahrabise Municipality,.24282561,1,.49074829,.83694279,,.22326693,.24530861,.254051
Tripurasundari Gaunpalika,.103125,.99374998,.49148634,.8373453,,.13590679,.11643615,.12027686
Lisankhu Pakhar Gaunpalika,.15658915,.99689925,.32597026,.56379294,,.11268206,.15385568,.12455129
Sunkoshi Gaunpalika,.13333334,.99444443,.60957307,.90182739,,.17293699,.14658625,.16433877
Gosaikunda Gaunpalika,.61283183,.98008847,.15905571,.2914831,,.23752283,.39885074,.36679545
Aamachhodingmo Gaunpalika,.16080402,.9723618,.045770794,.089538597,,.067336641,.21675007,.17882383
Uttargaya Gaunpalika,.40803382,.99577165,.48807117,.84099531,,.1635323,.29275674,.28817695
Kalika Gaunpalika,.3009901,1,.51366889,.8907463,,.17161213,.27058187,.30498022
Naukunda Gaunpalika,.12248629,1,.093096092,.18073772,,.02473083,.16019098,.10815818
Rubi Valley Gaunpalika,.013232514,1,.11856369,.23647849,,.010100698,.064703859,-.0035016655
Khaniyabas Gaunpalika,.052434456,.99625468,.10458896,.20353249,,.00073612877,.066227891,.029743176
Ganga Jamuna Gaunpalika,.14987406,.98992443,.51767808,.82765996,,.13547966,.16716319,.19585207
Tripurasundari Gaunpalika,.43360752,.99647474,.60924375,.90781355,,.21538261,.37458277,.3963747
Netrawati Dabjong Gaunpalika,.21333334,1,.37548587,.63552183,,.11056425,.22457254,.21840271
Nilkhantha Municipality,.55000001,.99333334,.57601941,.83772779,,.38066283,.5052672,.52354193
Jwalamukhi Gaunpalika,.40603247,.99883991,.59418684,.86808914,,.15952441,.35145837,.38385618
Siddhalek Gaunpalika,.37292162,.99524939,.60660183,.87604588,,.1775483,.3189576,.34800532
Benighat Rorang Gaunpalika,.40778688,.9692623,.51364148,.78928894,,.31058145,.35779896,.36550117
Gajuri Gaunpalika,.39739415,.99239957,.57110822,.85410655,,.35207397,.37651497,.39794478
Galchhi Gaunpalika,.37076023,.99649125,.61738425,.8882634,,.2885066,.31843764,.34477025
Thakre Gaunpalika,.40922767,.99297893,.57314605,.91896725,,.2724506,.33034879,.34415573
Dhunibenshi Municipality,.40273395,.99369085,.59407705,.91560823,,.27541521,.34433094,.36126146
Dupcheshwor Gaunpalika,.10115237,.99487835,.27177474,.48819652,,.1025672,.14920332,.12282332
Tadi Gaunpalika,.179676,.98674524,.42893925,.75944459,,.1495447,.17839146,.17135556
Suryagadhi Gaunpalika,.31666666,.9939394,.49973226,.86044645,,.15268031,.27346367,.28250971
Bidur Municipality,.59472591,.99791813,.594028,.89856523,,.37383625,.52386719,.52591556
Kispang Gaunpalika,.24813154,.99701047,.37061831,.65763623,,.12521476,.20865291,.20296517
Myagang Gaunpalika,.26745912,.99851412,.17577142,.32794064,,.06365858,.21513049,.19313881
Tarakeshwor Gaunpalika,.24096386,.99397588,.5771333,.88124931,,.14771499,.22134176,.23741454
Belkotgadhi Municipality,.27364555,1,.55583763,.94771683,,.1918221,.24838789,.25718763
Likhu Gaunpalika,.45912805,.99863762,.56067532,.88738292,,.26270157,.40948942,.42091224
